price,area,rooms,floor,total_floors,city,microdistrict,price_per_sqm
17826325,45.65,1.0,4.0,5.0,Алматы,пос. Гульдала,390500.0
50198000,52.84,1.0,4.0,5.0,Алматы,"Медеуский р-н, мкр Коктобе, Талгата Бигельдинова 138",949999.9999999999
64027120,98.96,3.0,4.0,5.0,Алматы,"Турксибский р-н, Кульджинский тр-т 80/1",647000.0
60000000,75.0,2.0,4.0,5.0,Алматы,"Бостандыкский р-н, Егизбаева 7/21",800000.0
14000000,34.0,1.0,1.0,2.0,Алматы,"Алатауский р-н, Кисловодская 35",411764.70588235295
30000000,49.0,2.0,3.0,3.0,Алматы,"Турксибский р-н, Спасская 63Б",612244.8979591837
21000000,33.0,1.0,3.0,3.0,Алматы,"Турксибский р-н, мкр Алтай-1 8",636363.6363636364
82000000,100.0,4.0,3.0,8.0,Алматы,"Бостандыкский р-н, Абая",820000.0
37500000,59.2,2.0,1.0,5.0,Алматы,"Медеуский р-н, мкр Думан-2 14 — Детского сада и школы",633445.9459459459
40000000,63.5,2.0,9.0,13.0,Алматы,"Жетысуский р-н, Есенова 160/3 — Баянаульская",629921.2598425196
25000000,95.7,3.0,2.0,9.0,Алматы,"Ауэзовский р-н, мкр Таугуль",261233.0198537095
38500000,60.0,2.0,4.0,9.0,Алматы,"Наурызбайский р-н, мкр Шугыла, Алем сити 2 340/35",641666.6666666666
37051800,50.07,2.0,4.0,5.0,Алматы,"Алатауский р-н, Бауыржана Момышулы 11/14а",740000.0
47000000,52.2,2.0,4.0,13.0,Алматы,"Алмалинский р-н, Муратбаева 14/1 — По Муратбаева, заезд с Райымбек батыра",900383.1417624521
26500000,48.0,2.0,9.0,13.0,Алматы,"Ауэзовский р-н, Райымбека 348/1",552083.3333333334
39000000,75.0,2.0,8.0,9.0,Алматы,"Турксибский р-н, мкр Кайрат, Туркестан 115 — ЖК ""Turar""",520000.0
41500000,72.0,3.0,7.0,16.0,Алматы,"Алмалинский р-н, Ауэзова — Ул Гоголя",576388.8888888889
29000000,55.4,2.0,1.0,2.0,Алматы,"Турксибский р-н, Монтажная — Майлина",523465.70397111913
40950000,63.8,2.0,3.0,12.0,Алматы,"Ауэзовский р-н, мкр Жетысу-3",641849.5297805642
108503360,131.36,3.0,4.0,5.0,Алматы,"Бостандыкский р-н, Лебедева 1/1",825999.9999999999
28000000,30.0,1.0,8.0,10.0,Алматы,"Ауэзовский р-н, Толе би — Толе би - Отеген Батыра",933333.3333333334
54500000,48.0,2.0,6.0,12.0,Алматы,"Медеуский р-н, Барибаева 43/6",1135416.6666666667
85000000,77.2,2.0,4.0,4.0,Алматы,"Наурызбайский р-н, мкр Курамыс, Сейдимбек 100/4к6",1101036.2694300518
30000000,42.0,1.0,9.0,9.0,Алматы,"Ауэзовский р-н, мкр Аксай-1А 31 — Толеби яссауи",714285.7142857143
89000000,80.0,2.0,11.0,12.0,Алматы,"Бостандыкский р-н, Басенова 10 — Розыбакиева",1112500.0
93000000,100.0,4.0,13.0,16.0,Алматы,"Бостандыкский р-н, Тлендиева 133 — Сатпаева 133/7",930000.0
65000000,93.0,3.0,3.0,3.0,Алматы,"Бостандыкский р-н, мкр Нур Алатау, 13-я 40, 96",698924.7311827957
38000000,59.0,3.0,1.0,4.0,Алматы,"Ауэзовский р-н, мкр №7 24",644067.7966101695
46500000,52.0,2.0,6.0,13.0,Алматы,"Алмалинский р-н, Варламова — улица Варламова",894230.7692307692
34000000,63.3,3.0,5.0,5.0,Алматы,"Ауэзовский р-н, мкр Аксай-3 1 — Толе би момышулы",537124.8025276462
69291400,103.42,3.0,4.0,5.0,Алматы,"Турксибский р-н, Кульджинский тр-т 80/1",670000.0
29500000,48.0,2.0,1.0,4.0,Алматы,"Ауэзовский р-н, Кабдолова 4 — ТРЦ Гранд Парк",614583.3333333334
25500000,46.0,2.0,1.0,6.0,Алматы,"Наурызбайский р-н, мкр Шугыла, Жунисова2/13к6",554347.8260869565
51000000,88.0,3.0,6.0,9.0,Алматы,"Алатауский р-н, мкр Нуркент, Мкр Нуркент (Алгабас-1) 63 — Рыскулова",579545.4545454546
61500000,80.0,2.0,8.0,14.0,Алматы,"Бостандыкский р-н, Хусаинова — Ескараева",768750.0
21800000,40.0,1.0,8.0,9.0,Алматы,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6)",545000.0
35000000,69.0,2.0,1.0,2.0,Алматы,"Алатауский р-н, мкр Алгабас, Камажай",507246.3768115942
65000000,90.1,2.0,3.0,13.0,Алматы,"Алмалинский р-н, мкр Тастак-2, Варламова 33 — Варламова 33",721420.6437291899
31000000,44.0,2.0,1.0,4.0,Алматы,"Алмалинский р-н, Масанчи 44",704545.4545454546
66000000,111.0,4.0,7.0,10.0,Алматы,"Ауэзовский р-н, мкр Аксай-1А 28б",594594.5945945946
32000000,38.0,1.0,10.0,13.0,Алматы,"Жетысуский р-н, Есенова 160/3",842105.2631578947
87000000,68.3,2.0,5.0,13.0,Алматы,"Бостандыкский р-н, Жарокова 370 — Аль Фараби",1273792.093704246
31000000,30.4,1.0,1.0,5.0,Алматы,"Алмалинский р-н, Карасай батыра 180 — Жарокова",1019736.8421052633
29300000,41.0,1.0,2.0,9.0,Алматы,"Алатауский р-н, мкр Аккент, Мкр. Аккент",714634.1463414634
21711600,60.31,2.0,4.0,5.0,Алматы,жилой массив Жана куат 76,360000.0
36000000,54.0,2.0,8.0,12.0,Алматы,"Жетысуский р-н, Райымбека",666666.6666666666
32500000,67.0,2.0,4.0,5.0,Алматы,"Алатауский р-н, 13 мкр — Момышулы Монке би",485074.62686567166
33824700,57.33,2.0,4.0,5.0,Алматы,"Турксибский р-н, Тараз",590000.0
69416130,106.63,4.0,4.0,5.0,Алматы,"Алатауский р-н, Бауыржана Момышулы 11/14а",651000.0
65520000,54.6,2.0,4.0,5.0,Алматы,"Медеуский р-н, Сагадат Нурмагамбетов 71",1200000.0
56000000,108.4,4.0,10.0,10.0,Алматы,"Наурызбайский р-н, Кенесары хана 54/28 — Аль Фараби",516605.1660516605
32500000,58.0,2.0,6.0,12.0,Алматы,"Алатауский р-н, мкр Дарабоз 59 — Возле Алматы Арена",560344.8275862068
49000000,63.0,2.0,5.0,5.0,Алматы,"Медеуский р-н, Назарбаева 42",777777.7777777778
19000000,36.0,3.0,3.0,3.0,Алматы,"Жетысуский р-н, Галилея 65 — Ташкентская Байзакова (ниже Ташкентской)",527777.7777777778
49999999,83.0,3.0,8.0,16.0,Алматы,"Наурызбайский р-н, Абишева",602409.626506024
51841500,54.57,1.0,4.0,5.0,Алматы,"Медеуский р-н, мкр Коктобе, Талгата Бигельдинова 138",950000.0
28259000,36.7,1.0,4.0,5.0,Алматы,"Жетысуский р-н, Райымбека — Суюнбая",769999.9999999999
97884000,81.57,3.0,4.0,5.0,Алматы,"Алмалинский р-н, Ади Шарипова 100",1200000.0
40500000,54.1,2.0,2.0,15.0,Алматы,"Бостандыкский р-н, Жандосова 94А",748613.6783733827
36000000,56.0,2.0,1.0,3.0,Алматы,"Алатауский р-н, мкр Теректы 5",642857.1428571428
43700000,80.0,3.0,5.0,5.0,Алматы,"Наурызбайский р-н, Алтын Орда 6/35",546250.0
41300000,64.5,2.0,2.0,6.0,Алматы,"Турксибский р-н, Тараз 8/1",640310.0775193798
37000000,64.0,2.0,12.0,15.0,Алматы,"Алмалинский р-н, Толе би",578125.0
31000000,52.0,2.0,4.0,5.0,Алматы,"Наурызбайский р-н, мкр Калкаман-1, Ашимова — Райымбека",596153.8461538461
14780425,37.85,1.0,4.0,5.0,Алматы,пос. Гульдала,390500.0
47000000,62.4,2.0,2.0,15.0,Алматы,"Бостандыкский р-н, Жандосова 94А",753205.1282051282
58000000,62.8,2.0,5.0,10.0,Алматы,"Бостандыкский р-н, Гагарина 244 — Ходжанова",923566.8789808918
35000000,93.0,2.0,13.0,16.0,Алматы,"Наурызбайский р-н, мкр Шугыла, Жуалы",376344.08602150535
47500000,90.0,3.0,6.0,9.0,Алматы,"Алатауский р-н, мкр Аккент, Мкр. Аккент 28",527777.7777777778
36500000,80.0,3.0,4.0,6.0,Алматы,"Наурызбайский р-н, Жунисова",456250.0
17200000,43.0,1.0,4.0,5.0,Алматы,И. Жансугурова 90е,400000.0
42746000,73.7,2.0,4.0,5.0,Алматы,"Наурызбайский р-н, мкр Таусамалы, Жандосова 70а",580000.0
37500000,58.4,3.0,3.0,4.0,Алматы,"Бостандыкский р-н, мкр Алмагуль, ул. Жарокова 217 — По ул. Жарокова выше Тимирязева",642123.287671233
35500000,53.8,2.0,4.0,5.0,Алматы,"Ауэзовский р-н, мкр Мамыр 12 — Жандосова",659851.3011152417
43000000,67.0,2.0,4.0,5.0,Алматы,"Турксибский р-н, Достоевского 8/3",641791.0447761194
35000000,51.0,2.0,11.0,13.0,Алматы,"Ауэзовский р-н, Райымбека 348/1 — Петрова",686274.5098039216
39990000,50.5,2.0,4.0,5.0,Алматы,"Медеуский р-н, Барибаева 6 — Алимжанова",791881.1881188119
20500000,54.58,2.0,7.0,9.0,Алматы,"Жетысуский р-н, мкр Кокжиек, Жолымбет",375595.45621106634
29000000,42.9,2.0,1.0,4.0,Алматы,"Ауэзовский р-н, мкр №3 40 — Саина Улугбека",675990.675990676
33000000,59.0,2.0,5.0,5.0,Алматы,"Жетысуский р-н, мкр Кулагер 78",559322.033898305
53520000,44.6,1.0,4.0,5.0,Алматы,"Алмалинский р-н, Шевченко 109",1200000.0
27668290,43.03,1.0,4.0,5.0,Алматы,"Турксибский р-н, Тараз 8/1",643000.0
53500000,73.3,2.0,8.0,10.0,Алматы,"Алмалинский р-н, Варламова 326 — Карасай батыра",729877.2169167803
34000000,48.2,2.0,12.0,12.0,Алматы,"Ауэзовский р-н, мкр Жетысу-3 54 — Абая",705394.1908713692
61000000,61.0,2.0,2.0,13.0,Алматы,"Бостандыкский р-н, Си Синхая 17 — Жарокова",1000000.0
63004500,87.75,3.0,4.0,5.0,Алматы,"Жетысуский р-н, Райымбека 219Б",718000.0
50000000,52.0,2.0,9.0,9.0,Алматы,"Бостандыкский р-н, Арайлы 12/2",961538.4615384615
39000000,50.0,2.0,3.0,3.0,Алматы,"Наурызбайский р-н, Егора Редько 3 — Выше Аль-Фараби - Аскарова, р-н школы Бобек",780000.0
75000000,75.6,3.0,2.0,3.0,Алматы,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Мкрн. Нурлытау 932 — Выше мкр.Казахфильм",992063.4920634922
49000000,60.0,2.0,4.0,10.0,Алматы,"Ауэзовский р-н, Толе би 285/8 к3",816666.6666666666
29500000,51.0,2.0,5.0,10.0,Алматы,"Турксибский р-н, Сейфуллина 51",578431.3725490196
32900000,50.0,1.0,1.0,10.0,Алматы,"Ауэзовский р-н, 12-й мкрн 26",658000.0
39739420,53.27,3.0,4.0,5.0,Алматы,"Алатауский р-н, Бауыржана Момышулы 11/14а",746000.0
105000000,128.5,4.0,3.0,6.0,Алматы,"Ауэзовский р-н, Щепкина 42",817120.6225680934
55950000,92.0,3.0,4.0,5.0,Алматы,"Медеуский р-н, мкр Думан-2 27",608152.1739130435
66234000,79.8,2.0,4.0,5.0,Алматы,"Ауэзовский р-н, Аскарова — Саина",830000.0
43500000,58.0,2.0,2.0,3.0,Алматы,"Бостандыкский р-н, Мкрн. Нурлытау 932",750000.0
43268000,74.6,2.0,4.0,5.0,Алматы,"Наурызбайский р-н, мкр Таусамалы, Жандосова 70а",580000.0
73260000,111.0,2.0,4.0,5.0,Алматы,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",660000.0
36940980,46.8,1.0,4.0,5.0,Алматы,"Алатауский р-н, Ботакоз 2/1",789337.1794871795
25500000,44.0,1.0,1.0,5.0,Алматы,"Жетысуский р-н, мкр Кокжиек, Геологов 9",579545.4545454546
47500000,70.5,3.0,4.0,5.0,Алматы,"Алмалинский р-н, мкр Тастак-3, Мкр Тастак-2 15 — Ислам Каримова 15",673758.8652482269
55000000,100.0,4.0,5.0,9.0,Алматы,"Ауэзовский р-н, мкр Тастак-1 — Толе би",550000.0
80000000,86.0,3.0,9.0,13.0,Алматы,"Бостандыкский р-н, Аль-Фараби 97 — угол ул. Ходжанова",930232.5581395349
40000000,65.0,3.0,5.0,5.0,Алматы,"Алмалинский р-н, мкр Тастак-3 — Толе би - Розыбакиева",615384.6153846154
45999999,67.2,2.0,6.0,11.0,Алматы,"Ауэзовский р-н, мкр Жетысу-3, Мкр. Жетысу-3 60 — Абая Саина",684523.7946428572
27500000,45.1,1.0,7.0,9.0,Алматы,"Турксибский р-н, мкр Жас Канат",609756.0975609756
43000000,64.0,3.0,5.0,5.0,Алматы,"Жетысуский р-н, мкр Айнабулак-2 54 — Цена снижена , Срочно ‼️‼️‼️‼️",671875.0
26500000,44.5,2.0,4.0,4.0,Алматы,"Ауэзовский р-н, мкр №11 16 — Шаляпина",595505.6179775281
34837840,47.92,2.0,4.0,5.0,Алматы,"Алатауский р-н, Бауыржана Момышулы 11/14а",727000.0
44655600,43.78,1.0,4.0,5.0,Алматы,"Ауэзовский р-н, мкр Таугуль-3, Шаймерденова 32",1020000.0
35000000,42.0,1.0,2.0,9.0,Алматы,"Алмалинский р-н, Айманова 68 — Карасай Батыра",833333.3333333334
32000000,50.0,2.0,3.0,5.0,Алматы,"Ауэзовский р-н, мкр Мамыр 3 — Солнечный проезд",640000.0
32500000,58.0,2.0,9.0,12.0,Алматы,"Алатауский р-н, мкр Дарабоз 42",560344.8275862068
45000000,71.0,3.0,3.0,12.0,Алматы,"Алатауский р-н, мкр Дарабоз",633802.8169014085
31500000,46.0,2.0,3.0,4.0,Алматы,"Ауэзовский р-н, мкр №1 9 — Жубанова/Айриха",684782.6086956522
44382500,86.6,3.0,4.0,5.0,Алматы,Абая 2а/1,512500.00000000006
48865359,65.8,3.0,4.0,5.0,Алматы,"Жетысуский р-н, Райымбека — Суюнбая",742634.6352583587
16095000,43.5,1.0,4.0,5.0,Алматы,"Алатауский р-н, Момышулы, севернее ул. Монке би",370000.0
38000000,55.7,2.0,11.0,16.0,Алматы,"Бостандыкский р-н, Жандосова 94А",682226.211849192
65000000,82.0,4.0,5.0,5.0,Алматы,"Алмалинский р-н, Толе би — Нурмакова",792682.9268292683
33800000,58.0,2.0,6.0,12.0,Алматы,"Алатауский р-н, мкр Акбулак, 1-я улица 75",582758.6206896552
56000000,50.0,2.0,13.0,16.0,Алматы,"Бостандыкский р-н, Сатпаева — Горячая цена",1120000.0
35000000,64.0,2.0,7.0,9.0,Алматы,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) — Поликлиника 29, рядом садик",546875.0
37500000,75.4,3.0,3.0,5.0,Алматы,"Наурызбайский р-н, мкр Шугыла, Алтын Орда 6/51",497347.48010610073
75600000,81.0,2.0,9.0,14.0,Алматы,"Бостандыкский р-н, Айманова 140\Б3",933333.3333333334
23000000,40.0,1.0,1.0,9.0,Алматы,"Алатауский р-н, мкр Нуркент 71",575000.0
48000000,69.5,3.0,1.0,9.0,Алматы,"Ауэзовский р-н, мкр Аксай-2 44",690647.4820143885
24700000,44.0,1.0,3.0,5.0,Алматы,"Жетысуский р-н, мкр Дорожник 36/2 — Около рынок Салем",561363.6363636364
37999000,66.2,2.0,7.0,7.0,Алматы,"Турксибский р-н, мкр Кайрат — За рынком “Жетысу”",574003.0211480362
23000000,39.0,2.0,4.0,4.0,Алматы,"Бостандыкский р-н, ул. Санаторий Алматы 1 — Выше Аль-Фараби по Аскарова",589743.5897435897
68392500,91.19,3.0,4.0,5.0,Алматы,"Медеуский р-н, мкр Коктобе, Талгата Бигельдинова 138",750000.0
98716000,73.26,2.0,4.0,5.0,Алматы,"Медеуский р-н, мкр Коктобе, Сагадат Нурмагамбетова 138/2",1347474.7474747475
16983000,45.9,1.0,4.0,5.0,Алматы,"Алатауский р-н, ул. Момышулы, севернее ул. Монке би",370000.0
35000000,51.2,2.0,11.0,16.0,Алматы,"Бостандыкский р-н, Жандосова 94А",683593.75
72000000,87.0,3.0,7.0,12.0,Алматы,"Наурызбайский р-н, Коктерек 139/11",827586.2068965518
23000000,58.0,2.0,5.0,5.0,Алматы,"Алатауский р-н, Момышулы 1",396551.724137931
40500000,62.8,2.0,9.0,9.0,Алматы,"Алмалинский р-н, мкр Тастак-2 221 — Уг. Толе би уг. ул. Ислама Каримова",644904.4585987262
72000000,70.0,2.0,8.0,8.0,Алматы,"Алмалинский р-н, Кабанбай батыра — Сейфуллина",1028571.4285714285
12768000,33.6,1.0,4.0,5.0,Алматы,жилой массив Жана куат 76,380000.0
74892000,94.8,2.0,4.0,5.0,Алматы,"Ауэзовский р-н, Аскарова — Саина",790000.0
98640000,137.0,3.0,4.0,5.0,Алматы,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",720000.0
36000000,33.6,2.0,5.0,12.0,Алматы,"Алмалинский р-н, Райымбека 210/4",1071428.5714285714
34500000,60.0,3.0,1.0,4.0,Алматы,"Ауэзовский р-н, мкр №7 — проспект Абая",575000.0
38000000,72.0,2.0,6.0,16.0,Алматы,Жуалы,527777.7777777778
29000000,37.0,1.0,5.0,9.0,Алматы,"Ауэзовский р-н, мкр Жетысу-1 47 — Абая Момышулы",783783.7837837838
40500000,67.9,3.0,3.0,12.0,Алматы,"Алатауский р-н, мкр Дарабоз 19",596465.3902798232
82000000,97.4,2.0,2.0,9.0,Алматы,"Бостандыкский р-н, Шолом-Алейхема 5",841889.1170431211
46000000,56.0,2.0,9.0,13.0,Алматы,"Алмалинский р-н, Толе би 189/3 — Жарокова",821428.5714285715
47000000,45.0,2.0,9.0,12.0,Алматы,"Бостандыкский р-н, Касымова 32",1044444.4444444445
42500000,56.0,2.0,1.0,12.0,Алматы,"Бостандыкский р-н, Жандосова 94А",758928.5714285715
48000000,76.0,3.0,1.0,4.0,Алматы,"Наурызбайский р-н, мкр Каргалы, Акселеу Сейдимбек 110/1",631578.947368421
25000000,47.0,1.0,1.0,4.0,Алматы,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6)",531914.8936170213
45000000,61.0,2.0,1.0,5.0,Алматы,"Медеуский р-н, мкр Думан-2",737704.9180327869
29500000,30.0,1.0,2.0,3.0,Алматы,"Бостандыкский р-н, Жарокова 154 — Сатпаева",983333.3333333334
42900000,71.4,1.0,10.0,11.0,Алматы,"Ауэзовский р-н, мкр Жетысу-3, Мкр. Жетысу-3 66",600840.3361344538
71000000,100.0,4.0,5.0,5.0,Алматы,"Бостандыкский р-н, Сатпаева 56 — Айманова",710000.0
21999999,39.0,1.0,8.0,9.0,Алматы,"Наурызбайский р-н, мкр Шугыла, Райымбека — Жуалы",564102.5384615385
20000000,35.0,1.0,2.0,3.0,Алматы,"Жетысуский р-н, мкр Дорожник 21 — Кокмайса",571428.5714285715
41990000,42.0,2.0,1.0,8.0,Алматы,"Бостандыкский р-н, Арайлы 12",999761.9047619047
70000000,61.0,2.0,7.0,10.0,Алматы,"Бостандыкский р-н, Володарского 40",1147540.9836065574
11672045,29.89,1.0,4.0,5.0,Алматы,пос. Гульдала,390500.0
39283440,48.86,2.0,4.0,5.0,Алматы,"Алатауский р-н, мкр Дарабоз, Бауыржана Момышулы 11/12а",804000.0
63810560,65.92,1.0,4.0,5.0,Алматы,"Бостандыкский р-н, Лебедева 1/1",968000.0
38000000,55.1,2.0,4.0,15.0,Алматы,"Бостандыкский р-н, Жандосова 94А",689655.172413793
58000000,74.3,3.0,7.0,12.0,Алматы,"Алмалинский р-н, Райымбека 210",780619.1117092867
30000000,34.5,1.0,2.0,13.0,Алматы,"Ауэзовский р-н, Кабдолова 14 — Алтынсарина",869565.2173913043
25500000,49.5,2.0,8.0,12.0,Алматы,"Алатауский р-н, Шарипа Омарова 11 — Фаризы Онгарсыновой",515151.51515151514
34500000,51.0,2.0,5.0,9.0,Алматы,"Наурызбайский р-н, мкр Шугыла 34 — Абая алатаускии",676470.5882352941
77000000,76.0,3.0,9.0,12.0,Алматы,"Медеуский р-н, Баишева 28/2 — Жангельдина - Янушкевича",1013157.8947368421
31500000,34.4,1.0,4.0,5.0,Алматы,"Медеуский р-н, ЕСЕНОВА — ЦЕНТРАЛЬНОЙ МЕЧЕТИ",915697.6744186047
33000000,72.3,2.0,6.0,8.0,Алматы,"Алатауский р-н, Жапсарбаева 68",456431.53526970954
32500000,55.0,2.0,2.0,5.0,Алматы,"Алатауский р-н, Головацкого 65 — Ш. Северное кольцо, р-н Барахолка",590909.0909090909
21500000,48.1,2.0,3.0,3.0,Алматы,"Турксибский р-н, Сейфуллина — Айбасова",446985.44698544696
53520000,44.6,1.0,4.0,5.0,Алматы,"Алмалинский р-н, Ади Шарипова 100",1200000.0
67000000,82.0,3.0,1.0,9.0,Алматы,"Алмалинский р-н, Айманова 68 — Джамбула",817073.1707317074
25500000,30.8,1.0,8.0,12.0,Алматы,"Алмалинский р-н, Райымбека 210",827922.0779220778
74500000,78.1,2.0,1.0,3.0,Алматы,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Мкрн. Нурлытау 932",953905.2496798977
47000000,63.0,3.0,2.0,5.0,Алматы,"Алмалинский р-н, Макатаева 156",746031.746031746
45000000,77.0,3.0,1.0,9.0,Алматы,"Алатауский р-н, мкр Зердели, Аркалык 137  кв 1/156",584415.5844155845
80000000,90.8,3.0,7.0,16.0,Алматы,"Ауэзовский р-н, мкр Таугуль-1, Навои 9/1",881057.268722467
54288000,93.6,3.0,4.0,5.0,Алматы,"Наурызбайский р-н, мкр Таусамалы, Жандосова 70а",580000.0
31677800,82.28,3.0,4.0,5.0,Алматы,"Турксибский р-н, мкр Нуршашкан (Колхозши), Алатау 36",385000.0
37000000,66.0,2.0,9.0,16.0,Алматы,"Алатауский р-н, мкр Аккент 57",560606.0606060605
37000000,38.1,1.0,4.0,12.0,Алматы,"Бостандыкский р-н, Сатпаева — Тлендиева",971128.6089238845
35500000,69.0,2.0,4.0,10.0,Алматы,"Алатауский р-н, мкр Акбулак, Чуланова 127 — Момышулы - Рыскулова",514492.7536231884
41500000,50.0,1.0,5.0,10.0,Алматы,"Наурызбайский р-н, Кенесары хана",830000.0
28500000,48.0,2.0,10.0,12.0,Алматы,"Медеуский р-н, Аэропортная 58 — Возле нового апорта",593750.0
31500000,39.5,1.0,2.0,3.0,Алматы,"Турксибский р-н, мкр Кайрат, 23 улица 4к1",797468.3544303797
23000000,58.0,2.0,2.0,2.0,Алматы,"Алатауский р-н, Немировича данченко 12 — Ташкентская Софья",396551.724137931
37000000,98.0,2.0,11.0,14.0,Алматы,"Наурызбайский р-н, мкр Шугыла, Жуалы 1",377551.02040816325
47300000,50.2,2.0,3.0,3.0,Алматы,"Медеуский р-н, Достык 16",942231.0756972111
18000000,39.0,1.0,1.0,6.0,Алматы,"Жетысуский р-н, мкр Кокжиек 11",461538.46153846156
28900000,48.0,1.0,5.0,8.0,Алматы,"Алатауский р-н, Жапсарбаева 68",602083.3333333334
29000000,54.0,2.0,3.0,4.0,Алматы,"Турксибский р-н, Тынышбаева — Вокзал Алматы 1",537037.0370370371
93000000,91.0,3.0,5.0,5.0,Алматы,"Медеуский р-н, Калдаякова — Кабанбай батыра",1021978.021978022
37500000,70.0,3.0,4.0,9.0,Алматы,"Наурызбайский р-н, мкр Калкаман-1, Микрорайон Калкаман-2 8/3",535714.2857142857
71500000,97.2,4.0,4.0,5.0,Алматы,"Алмалинский р-н, Розыбакиева",735596.70781893
